kind,status,is_active,status_label,relevance_score,title,title_en,organization,supplier,amount,contract_value,budget_amount,currency,currency_code,budget_scope,cpv,special_number,publication_date,contract_date,deadline,url,query,source
tender,closed,False,Closed,48,"Доставка, инсталиране и конфигуриране на сървърни конфигурации и Microsoft Exchange server и потребителски лицензи към тях за нуждите на Народното събрание по обособени позиции",,НАРОДНО СЪБРАНИЕ,,1180000.0,,1180000.0,3,BGN,Estimated value: 1 180 000 BGN,48800000,00728-2025-0013,2025-03-31T07:22:02.786000+00:00,,2025-04-28T17:59:59+00:00,https://app.eop.bg/today/tenders/458608,48800000,advanced_tenders_cpv
tender,closed,False,Closed,48,"""Избор на оператор за осигуряване на комуникационна свързаност и достъп до интернет за нуждите на ТП „ДЛС Женда“ за срок от 24 месеца"".",,ЮЖНОЦЕНТРАЛНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,,2000.0,,2000.0,3,BGN,Estimated value: 2 000 BGN,72400000,02718-2025-0057,2025-03-28T12:20:44.603000+00:00,,2025-04-14T17:59:59+00:00,https://app.eop.bg/today/tenders/481229,72400000,advanced_tenders_cpv
tender,closed,False,Closed,48,“Избор на оператор за осигуряване на комуникационна свързаност и достъп до интернет за нуждите на ТП „ДГС Момчилград” за срок от 24 месеца”,,ЮЖНОЦЕНТРАЛНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,,2400.0,,2400.0,3,BGN,Estimated value: 2 400 BGN,72400000,02718-2025-0040,2025-03-17T12:09:57.660000+00:00,,2025-04-04T17:59:59+00:00,https://app.eop.bg/today/tenders/471771,72400000,advanced_tenders_cpv
contract,awarded,False,Awarded,48,"“Доставка на Windows Server лицензи за нуждите на НЕК ЕАД“, реф. № 24ИП-Т19А035",,НАЦИОНАЛНА ЕЛЕКТРИЧЕСКА КОМПАНИЯ ЕАД,КОНТРАКС АД,,235542.0,235542.0,3,BGN,Contract value: 235 542 BGN,48000000,00026-2024-0076,2024-09-27T04:02:01+00:00,2024-09-19T21:00:00+00:00,,https://app.eop.bg/today/tenders/365444,48000000,contracts_cpv
contract,awarded,False,Awarded,48,"„Обновяване и разширяване на ИТ инфраструктура в АСП – доставка на сървъри, дисков масив и мрежово оборудване“",,АГЕНЦИЯ ЗА СОЦИАЛНО ПОДПОМАГАНЕ,ЛИРЕКС БГ ООД,,495522.0,495522.0,3,BGN,Contract value: 495 522 BGN,48800000,00496-2024-0018,2024-09-26T04:16:12+00:00,2024-09-19T21:00:00+00:00,,https://app.eop.bg/today/tenders/406333,48800000,contracts_cpv
tender,closed,False,Closed,48,"“Доставка на Windows Server лицензи за нуждите на НЕК ЕАД“, реф. № 24ИП-Т19А035",,НАЦИОНАЛНА ЕЛЕКТРИЧЕСКА КОМПАНИЯ ЕАД,,280000.0,,280000.0,3,BGN,Estimated value: 280 000 BGN,48000000,00026-2024-0076,2024-06-07T06:56:51.213000+00:00,,2024-07-08T17:59:00+00:00,https://app.eop.bg/today/tenders/365444,48000000,advanced_tenders_cpv
tender,closed,False,Closed,48,„Закупуване на лиценз ESET PROTECT Essential Оn-Prem“,,УНИВЕРСИТЕТ ЗА НАЦИОНАЛНО И СВЕТОВНО СТОПАНСТВО,,28840.0,,28840.0,3,BGN,Estimated value: 28 840 BGN,48000000,00062-2023-0067,2023-12-05T08:11:18.420000+00:00,,2024-01-08T19:59:00+00:00,https://app.eop.bg/today/tenders/344385,48000000,advanced_tenders_cpv
contract,awarded,False,Awarded,48,"Доставка на 2 (два) броя сървърни конфигурации, NAS устройство, компютърни конфигурации тип мини PC и мултифункционално устройство за нуждите на Военна академия „Георги Стойков Раковски”",,"Военна академия ""Г. С. Раковски"" - гр. София",СПЕЦИАЛИЗИРАНИ БИЗНЕС СИСТЕМИ АД,,1249.0,1249.0,3,BGN,Contract value: 1 249 BGN,48800000,00063-2023-0005,2023-07-14T04:00:00+00:00,2023-06-27T21:00:00+00:00,,https://app.eop.bg/today/tenders/273131,48800000,contracts_cpv
tender,closed,False,Closed,48,"Доставка и монтаж на информационна технологична система на обект: „Блок29–самостоятелна сграда, собственост на БАН, кампус „Гео Милев“ по проект „Национален център по мехатроника и чисти технологии""",,ИНСТИТУТ ПО ОБЩА И НЕОРГАНИЧНА ХИМИЯ,,99800.0,,99800.0,3,BGN,Estimated value: 99 800 BGN,48800000,01146-2023-0006,2023-06-14T07:29:58.416000+00:00,,2023-07-21T17:59:00+00:00,https://app.eop.bg/today/tenders/308852,48800000,advanced_tenders_cpv
tender,closed,False,Closed,48,„Подсигуряване на мрежовия периметър и опорна локална мрежа на МБАЛ Хасково АД“,,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ХАСКОВО АД,,70000.0,,70000.0,3,BGN,Estimated value: 70 000 BGN,48800000,00499-2021-0017,2021-09-08T13:26:58.306000+00:00,,2021-09-20T17:59:00+00:00,https://app.eop.bg/today/tenders/159971,48800000,advanced_tenders_cpv
tender,closed,False,Closed,48,Подсигуряване на мрежовия периметър и опорна локална мрежа на МБАЛ Хасково АД,,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ХАСКОВО АД,,70000.0,,70000.0,3,BGN,Estimated value: 70 000 BGN,48800000,00499-2021-0016,2021-09-03T19:16:08.986000+00:00,,2021-09-13T17:59:00+00:00,https://app.eop.bg/today/tenders/159022,48800000,advanced_tenders_cpv
tender,closed,False,Closed,47,„Доставка на система за инвентаризация“,,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,,346390.0,,346390.0,1,EUR,Estimated value: 346 390 EUR,,05948-2026-0067,2026-08-11T05:11:22.416000+00:00,,2026-09-14T20:59:59+00:00,https://app.eop.bg/today/tenders/600009,информационна система,quick_search
tender,closed,False,Closed,46,"„Виртуализиране на платформа за наблюдение, анализ и контрол на логове, мрежови трафик, системни файлове и управление на инциденти“",,"ДЪРЖАВНО ПРЕДПРИЯТИЕ ""РЪКОВОДСТВО НА ВЪЗДУШНОТО ДВИЖЕНИЕ"" ТПП",,4000000.0,,4000000.0,3,BGN,Estimated value: 4 000 000 BGN,,00222-2024-0010,2024-04-18T09:53:52.026000+00:00,,2024-05-28T20:59:00+00:00,https://app.eop.bg/today/tenders/351293,платформа,quick_search
tender,closed,False,Closed,45,Пазарни консултации по чл. 44 от ЗОП при подготовка за възлагане на обществена поръчка с предмет:  „Надграждане и поддръжка на информационната система за управление и отчитане на дейностите по проект BG05SFPR001-1.001-0001 „Успех за теб“ ,,МИНИСТЕРСТВО НА ОБРАЗОВАНИЕТО И НАУКАТА,,,,,1,EUR,Budget unknown,,607123,2026-09-08T16:24:16.913000+00:00,,,https://app.eop.bg/today/tenders/607123,информационна система,quick_search
tender,closed,False,Closed,45,"Пазарни консултации за определяне на актуална прогнозна стойност на обществена поръчка с предмет:  ,,Извънгаранционна поддръжка и оптимизация/актуализация на информационния портал на МВР“",,Дирекция Комуникационни и Информационни системи,,,,,1,EUR,Budget unknown,,602613,2026-08-12T17:34:26.750000+00:00,,,https://app.eop.bg/today/tenders/602613,уеб портал,quick_search
tender,closed,False,Closed,45,"„ НАДГРАЖДАНЕ НА ИНФОРМАЦИОННА СИСТЕМА „ИНТЕГРИРАНО БЪЛГАРСКО МОРСКО НАБЛЮДЕНИЕ (ИНБУЛМАРС/INBULMARS), БАЗИРАНО НА ОБЩА СРЕДА ЗА ОБМЕН НА ИНФОРМАЦИЯ (COMMON INFORMATION SHARING ENVIRONMENT -CISE) ЗА НАБЛЮДЕНИЕ НА МОРСКАТА ТЕРИТОРИЯ НА ЕС“ “",,"ИЗПЪЛНИТЕЛНА АГЕНЦИЯ ""МОРСКА АДМИНИСТРАЦИЯ""",,899251.63,,899251.63,1,EUR,Estimated value: 899 251.63 EUR,,00021-2026-0011,2026-08-07T05:03:45.833000+00:00,,2026-09-08T20:59:59+00:00,https://app.eop.bg/today/tenders/599643,информационна система,quick_search
tender,closed,False,Closed,45,Поддръжка на система за експлоатационната и търговска дейност на ‘БДЖ-ТП’ ЕООД – e-BDZcargo,,БДЖ-ТОВАРНИ ПРЕВОЗИ ЕООД,,35760.0,,35760.0,1,EUR,Estimated value: 35 760 EUR,,01558-2026-0004,2026-07-23T17:16:15.663000+00:00,,2026-08-03T20:59:59+00:00,https://app.eop.bg/today/tenders/597582,информационна система,quick_search
contract,awarded,False,Awarded,45,Доставка на електронно оборудване на 2 броя нови 18-метрови електрически автобуси и интеграцията му към функциониращата електронна система за контрол и управление на масовия градски транспорт в Бургас.,,БУРГАСБУС ЕООД,МОУДШИФТ ЕВРОПА АД,,50754.0,50754.0,1,EUR,Contract value: 50 754 EUR,30200000,00049-2026-0001,2026-06-17T23:20:40+00:00,2026-06-14T21:00:00+00:00,,https://app.eop.bg/today/tenders/550403,интеграция на системи,contracts_subject
tender,closed,False,Closed,45,„Абонаментна поддръжка на софтуерни продукти за нуждите на „ВиК” ЕООД - Пловдив”,,ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ЕООД,,51129.19,,51129.19,1,EUR,Estimated value: 51 129.19 EUR,,00197-2026-0023,2026-06-15T11:43:18.893000+00:00,,2026-06-29T20:59:59+00:00,https://app.eop.bg/today/tenders/586729,софтуер,quick_search
tender,closed,False,Closed,45,"„Следгаранционна поддръжка на софтуерна система „Система за съхранение и извличане на информация за пациенти и медицински персонал в база данни"" на ""СБР-НК"" ЕАД“",,СПЕЦИАЛИЗИРАНИ БОЛНИЦИ ЗА РЕХАБИЛИТАЦИЯ - НАЦИОНАЛЕН КОМПЛЕКС ЕАД,,102250.0,,102250.0,1,EUR,Estimated value: 102 250 EUR,,00120-2026-0005,2026-06-11T14:46:35.226000+00:00,,2026-06-25T20:59:59+00:00,https://app.eop.bg/today/tenders/589128,софтуер,quick_search
contract,awarded,False,Awarded,45,"Поддържане на Централизирана Специализирана система под ключ за големи данни (BDS) в УНСС, на Система за Адаптивна информационна сигурност в УНСС, и на разпределени Hadoop клъстери, разположени в партньори по проект „Дигитализация на икономиката в среда на големи данни – ДИГД“ BG16RFPR002-1.014-0013-C01 с водеща организация УНСС",,УНИВЕРСИТЕТ ЗА НАЦИОНАЛНО И СВЕТОВНО СТОПАНСТВО,"""КОНСОРЦИУМ БИГ ДЕЙТА СИСТЕМС""",,487077.1,487077.1,1,EUR,Contract value: 487 077.10 EUR,72700000,00062-2025-0074,2026-05-26T23:22:51+00:00,2026-05-12T21:00:00+00:00,,https://app.eop.bg/today/tenders/529171,дигитализация,contracts_subject
tender,closed,False,Closed,45,„Извънгаранционно обслужване на електронна платформа АКСТЪР КОНКУРС за регистрация и процедура по оценяване на проектни предложения по Програма „София – град на младите и активните“ на Столична община за 2026 година“,,СТОЛИЧНА ОБЩИНА,,7030.0,,7030.0,1,EUR,Estimated value: 7 030 EUR,,00087-2026-0082,2026-05-18T17:20:34.613000+00:00,,2026-05-28T20:59:59+00:00,https://app.eop.bg/today/tenders/559466,платформа,quick_search
tender,closed,False,Closed,45,"ТТ002594 „Поддръжка и надграждане на софтуерна система за мониторинг на ДМА(DMA-District Metered Areas), създадена в допълнение на софтуерна система Пегас”",,СОФИЙСКА ВОДА АД,,227797.4,,227797.4,1,EUR,Estimated value: 227 797.40 EUR,,00435-2026-0033,2026-05-13T10:02:16.013000+00:00,,2026-05-14T20:59:59+00:00,https://app.eop.bg/today/tenders/583841,софтуер,quick_search
tender,closed,False,Closed,45,"Поддръжка на ИИС на НС и свързаните с нея Интернет портал на НС, уеб сайт на „Държавен вестник“, както и синхронизирането на данните между тях",,НАРОДНО СЪБРАНИЕ,,35484.0,,35484.0,1,EUR,Estimated value: 35 484 EUR,,00728-2026-0011,2026-04-15T16:37:58.536000+00:00,,2026-04-27T20:59:59+00:00,https://app.eop.bg/today/tenders/568516,уеб портал,quick_search
tender,closed,False,Closed,45,"Осигуряване на следгаранционна поддръжка, обновяване и развитие на програмни средства, които подпомагат обмяната на данни между национални АИС и широкомащабни системи на ниво ЕС",,Дирекция Комуникационни и Информационни системи,,2445667.6,,2445667.6,1,EUR,Estimated value: 2 445 667.60 EUR,,05401-2026-0005,2026-04-15T05:25:02.573000+00:00,,2026-05-18T20:59:59+00:00,https://app.eop.bg/today/tenders/550420,интеграция на системи,quick_search
tender,closed,False,Closed,45,„Подновяване на техническа поддръжка на софтуерни продукти Oracle за нуждите на Комисията за финансов надзор“,,КОМИСИЯ ЗА ФИНАНСОВ НАДЗОР,,45600.0,,45600.0,1,EUR,Estimated value: 45 600 EUR,,00061-2026-0007,2026-04-09T15:26:34.716000+00:00,,2026-04-20T20:59:59+00:00,https://app.eop.bg/today/tenders/576249,софтуер,quick_search
tender,closed,False,Closed,45,„Подновяване на техническа поддръжка на софтуерни продукти Oracle за нуждите на Комисията за финансов надзор“,,КОМИСИЯ ЗА ФИНАНСОВ НАДЗОР,,45600.0,,45600.0,1,EUR,Estimated value: 45 600 EUR,,00061-2026-0006,2026-03-19T10:03:25.690000+00:00,,2026-03-30T20:59:59+00:00,https://app.eop.bg/today/tenders/561913,софтуер,quick_search
tender,closed,False,Closed,45,"„Разработване и интегриране на модул - платформа за създаване, анализ и обработка на кадастрални и специализирани данни за външни потребители за нуждите на Агенция по геодезия, картография и кадастър (АГКК)“",,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,,1022583.0,,1022583.0,1,EUR,Estimated value: 1 022 583 EUR,,05948-2026-0013,2026-01-28T05:21:50.066000+00:00,,2026-02-25T21:59:59+00:00,https://app.eop.bg/today/tenders/551242,платформа,quick_search
tender,closed,False,Closed,45,"Провеждане на пазарни консултации по реда на чл. 44, ал. 1, във връзка с чл. 21, ал. 2 от Закон за обществените поръчки, относно предоставяне на предложения с индикативна цена за изпълнението на обществена поръчка с предмет: „Електронна система за внедряване и обучение на потребители на електронни стикери за хора с увреждания на територията на община Варна“ и абонаментна поддръжка на софтуерния продукт към Функция „Здравеопазване“.",,ОБЩИНА ВАРНА,,,,,1,EUR,Budget unknown,,553939,2026-01-26T12:22:46.700000+00:00,,,https://app.eop.bg/today/tenders/553939,софтуер,quick_search
tender,closed,False,Closed,45,"Провеждане на пазарни консултации по реда на чл. 44, ал. 1, във връзка с чл. 21, ал. 2 от Закон за обществените поръчки, относно предоставяне на предложения с индикативна цена за изпълнението на обществена поръчка с предмет: „Внедряване на виртуален портал за управление на здравните кабинети в детските градини и училища на територията на община Варна“ и абонаментна поддръжка на софтуерния продукт, към функция „Здравеопазване“.",,ОБЩИНА ВАРНА,,,,,1,EUR,Budget unknown,,553935,2026-01-26T12:17:42.256000+00:00,,,https://app.eop.bg/today/tenders/553935,софтуер,quick_search
tender,closed,False,Closed,45,"„Осигуряване на абонаментен достъп до облачна платформа за управление на секвениращи процеси и до софтуер за интерпретация на варианти и докладване на данни от секвениране за обезпечаване на работната програма на вътрешен проект 3.4.2 и научна група 3.1.1. Natura4Health на договор №BG-RRP-2.004-0009-C02, финансиран от ЕС - NextGenerationEU чрез НПВУ по две обособени позиции“",,"МЕДИЦИНСКИ УНИВЕРСИТЕТ-ВАРНА ""ПРОФ. Д-Р ПАРАСКЕВ ИВ.СТОЯНОВ""",,26000.0,,26000.0,3,BGN,Estimated value: 26 000 BGN,,00983-2025-0124,2025-12-22T05:38:17.420000+00:00,,2026-01-19T21:59:59+00:00,https://app.eop.bg/today/tenders/546255,софтуер,quick_search
tender,closed,False,Closed,45,"Провеждане на пазарни консултации по реда на чл. 44, ал. 1, във връзка с чл. 21, ал. 2 от Закон за обществените поръчки, относно предоставяне на предложения с индикативна цена за изпълнението на обществена поръчка с предмет: „Внедряване на виртуален портал за управление на здравните кабинети в детските градини и училища на територията на община Варна“ и абонаментна поддръжка на софтуерния продукт, към функция „Здравеопазване“",,ОБЩИНА ВАРНА,,,,,3,BGN,Budget unknown,,546012,2025-12-09T11:27:18.083000+00:00,,,https://app.eop.bg/today/tenders/546012,уеб портал,quick_search
tender,closed,False,Closed,45,"Пазарни консултации „Осигуряване на абонаментен достъп до облачна платформа за управление на секвениращи процеси и софтуер за интерпретация на варианти и докладване на данни от секвениране за обезпечаване на работната програма на научна група 3.1.1. Natura4Health и 3.4.2 на договор №BG-RRP-2.004-0009-C02, финансиран от ЕС - NextGenerationEU чрез НПВУ по две обособени позиции“",,"МЕДИЦИНСКИ УНИВЕРСИТЕТ-ВАРНА ""ПРОФ. Д-Р ПАРАСКЕВ ИВ.СТОЯНОВ""",,,,,3,BGN,Budget unknown,,538809,2025-11-07T14:43:41.233000+00:00,,,https://app.eop.bg/today/tenders/538809,платформа,quick_search
tender,closed,False,Closed,45,"Разработване на модул за дигитализация на процеса по ранна скринингова оценка на тригодишните деца, част от националната платформа на регионалните центрове (ispo.bg)",,РЕГИОНАЛЕН ЦЕНТЪР ЗА ПОДКРЕПА НА ПРОЦЕСА НА ПРИОБЩАВАЩО ОБРАЗОВАНИЕ - СОФИЯ-ГРАД,,,,,3,BGN,Budget unknown,,534610,2025-10-21T13:12:21.916000+00:00,,,https://app.eop.bg/today/tenders/534610,платформа,quick_search
tender,closed,False,Closed,45,"„Разработване на модул за дигитализация на процеса по ранна скринингова оценка на тригодишните деца, част от националната платформа на регионалните центрове (ispo.bg)”",,РЕГИОНАЛЕН ЦЕНТЪР ЗА ПОДКРЕПА НА ПРОЦЕСА НА ПРИОБЩАВАЩО ОБРАЗОВАНИЕ - СОФИЯ-ГРАД,,,,,3,BGN,Budget unknown,,534588,2025-10-21T13:06:22.273000+00:00,,,https://app.eop.bg/today/tenders/534588,платформа,quick_search
tender,closed,False,Closed,45,"Проведени пазарни консултации за обществена поръчка с предмет: ""Реинженеринг на работните процеси по признаване на средно образование, завършено в чужда държава и надграждане на Единната информационна система за академично признаване  и портала за електронни услуги с нови модули и регистри във връзка със средното образование""",,НАЦИОНАЛЕН ЦЕНТЪР ЗА ИНФОРМАЦИЯ И ДОКУМЕНТАЦИЯ,,,,,3,BGN,Budget unknown,,492544,2025-05-14T11:18:46.063000+00:00,,,https://app.eop.bg/today/tenders/492544,уеб портал,quick_search
tender,closed,False,Closed,45,"Поддръжка на ИИС на НС и свързаните с нея Интернет портал на НС, уеб сайт на „Държавен вестник“, както и синхронизирането на данните между тях",,НАРОДНО СЪБРАНИЕ,,66000.0,,66000.0,3,BGN,Estimated value: 66 000 BGN,,00728-2025-0009,2025-03-19T12:23:02.266000+00:00,,2025-03-31T20:59:59+00:00,https://app.eop.bg/today/tenders/470587,уеб портал,quick_search
tender,closed,False,Closed,45,"„Разработване на дигитална платформа за анализ на потенциални лекарствени взаимодействия за научна група 3.4.12., по договор №BG-RRP-2.004-0009-C02, финансиран от ЕС – NextGenerationEU, чрез НПВУ“",,"МЕДИЦИНСКИ УНИВЕРСИТЕТ-ВАРНА ""ПРОФ. Д-Р ПАРАСКЕВ ИВ.СТОЯНОВ""",,75000.0,,75000.0,3,BGN,Estimated value: 75 000 BGN,,00983-2024-0099,2024-12-17T10:55:38.946000+00:00,,2025-01-20T21:59:59+00:00,https://app.eop.bg/today/tenders/442358,платформа,quick_search
tender,closed,False,Closed,45,„Поддръжка и актуализация на платформа за електронни услуги и осигуряване право на ползване и абонаментна поддръжка на правно-информационни системи“ по обособени позиции,,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,,2698500.0,,2698500.0,3,BGN,Estimated value: 2 698 500 BGN,,05948-2024-0136,2024-12-12T11:23:04.173000+00:00,,2025-01-09T21:59:59+00:00,https://app.eop.bg/today/tenders/446961,платформа,quick_search
contract,awarded,False,Awarded,45,Дигитализацията на архива на „Софийска вода“ АД,,СОФИЙСКА ВОДА АД,КОНТРАКС АД,,550000.0,550000.0,3,BGN,Contract value: 550 000 BGN,72910000,00435-2024-0017,2024-12-09T08:22:50.800000+00:00,2024-11-07T22:00:00+00:00,,https://app.eop.bg/today/tenders/370724,дигитализация,contracts_subject
tender,closed,False,Closed,45,Разработване на web-услуга за комуникация на Националната система ЕВРОДАК с Централната система на ЕВРОДАК и европейски портал за търсене (ЕПТ) с технологичната база и софтуерът на националната автоматизирана дактилоскопна идентификационна система (CAFIS) и ЕВРОДАК,,Министерство на вътрешните работи,,384000.0,,384000.0,3,BGN,Estimated value: 384 000 BGN,,00752-2024-0091,2024-11-04T12:03:35.903000+00:00,,2024-12-03T21:59:59+00:00,https://app.eop.bg/today/tenders/425545,уеб портал,quick_search
tender,closed,False,Closed,45,„Поддръжка и развитие на система за дигитализация и архив NOA“,,БЪЛГАРСКО НАЦИОНАЛНО РАДИО,,801000.0,,801000.0,3,BGN,Estimated value: 801 000 BGN,,00349-2024-0017,2024-10-09T10:45:49.203000+00:00,,2024-11-07T21:59:59+00:00,https://app.eop.bg/today/tenders/430150,дигитализация,quick_search
tender,closed,False,Closed,45,"Сканиране и дигитализиране на хартиени носители от Библиотеката на Юридическия факултет на Софийски университет ""СВ. Климент Охридски""",,"СОФИЙСКИ УНИВЕРСИТЕТ ""СВ.КЛИМЕНТ ОХРИДСКИ""",,265166.66,,265166.66,3,BGN,Estimated value: 265 166.66 BGN,72300000,00640-2024-0039,2024-08-09T08:03:37.020000+00:00,,2024-09-16T17:59:59+00:00,https://app.eop.bg/today/tenders/414398,72300000,advanced_tenders_cpv
contract,awarded,False,Awarded,45,"Доставка, инсталация и интеграция в единна среда на технологично оборудване за дигитализация на филмови архиви в Българска национална филмотека",,БЪЛГАРСКА НАЦИОНАЛНА ФИЛМОТЕКА,БУЛКОМП ООД,,4329819.0,4329819.0,3,BGN,Contract value: 4 329 819 BGN,30200000,00741-2024-0002,2024-07-25T04:16:59+00:00,2024-07-14T21:00:00+00:00,,https://app.eop.bg/today/tenders/378531,дигитализация,contracts_subject
tender,closed,False,Closed,45,„Придобиване на електронна платформа за дигитализация и достъп“,,МИНИСТЕРСТВО НА КУЛТУРАТА,,2500000.0,,2500000.0,3,BGN,Estimated value: 2 500 000 BGN,,00647-2024-0006,2024-07-22T10:10:03.633000+00:00,,2024-08-19T20:59:59+00:00,https://app.eop.bg/today/tenders/404166,платформа,quick_search
tender,closed,False,Closed,45,"Технологична модернизация и функционално надграждане на електронните регистри на Патентно ведомство на Република България и създаване на необходимите технологични предпоставки за внедряване на „EUIPO User area“, като нова версия на електронния портал на Патентно ведомство на Република България",,ПАТЕНТНО ВЕДОМСТВО НА РЕПУБЛИКА БЪЛГАРИЯ,,350000.0,,350000.0,3,BGN,Estimated value: 350 000 BGN,,00738-2024-0002,2024-07-08T10:38:37.190000+00:00,,2024-08-05T20:59:59+00:00,https://app.eop.bg/today/tenders/405606,уеб портал,quick_search
tender,closed,False,Closed,45,„Поддръжка и развитие на система за дигитализация и архив NOA“,,БЪЛГАРСКО НАЦИОНАЛНО РАДИО,,759000.0,,759000.0,3,BGN,Estimated value: 759 000 BGN,,00349-2024-0012,2024-06-28T15:24:35.176000+00:00,,2024-07-10T20:59:59+00:00,https://app.eop.bg/today/tenders/405975,дигитализация,quick_search
contract,awarded,False,Awarded,45,"„Дигитализация и електронно архивиране на архивни дела, документи и книги със сканиране, индексиране и осигуряване на контролиран достъп""",,ВЪРХОВЕН АДМИНИСТРАТИВЕН СЪД,СИЕЛА НОРМА АД; ХОСИ ООД,,2699950.0,2699950.0,3,BGN,Contract value: 2 699 950 BGN,72910000,00048-2023-0008,2024-05-27T03:45:41+00:00,2024-05-21T21:00:00+00:00,,https://app.eop.bg/today/tenders/340048,дигитализация,contracts_subject
tender,closed,False,Closed,45,"Поддръжка на ИИС на НС и свързаните с нея Интернет портал на НС, уеб сайт на „Държавен вестник“, както и както и синхронизирането на данните между тях",,НАРОДНО СЪБРАНИЕ,,60000.0,,60000.0,3,BGN,Estimated value: 60 000 BGN,,00728-2024-0020,2024-05-07T15:12:14.180000+00:00,,2024-05-17T20:59:00+00:00,https://app.eop.bg/today/tenders/376167,уеб портал,quick_search
tender,closed,False,Closed,45,„Изготвяне на документация за избор на изпълнител на обществена поръчка с предмет „Придобиване на електронна платформа за дигитализация и достъп“,,МИНИСТЕРСТВО НА КУЛТУРАТА,,70000.0,,70000.0,3,BGN,Estimated value: 70 000 BGN,,00647-2024-0001,2024-01-11T12:43:16.896000+00:00,,2024-01-22T21:59:00+00:00,https://app.eop.bg/today/tenders/352037,дигитализация,quick_search
tender,closed,False,Closed,45,„Изготвяне на документация за избор на изпълнител на обществена поръчка с предмет „Придобиване на електронна платформа за дигитализация и достъп”,,МИНИСТЕРСТВО НА КУЛТУРАТА,,70000.0,,70000.0,3,BGN,Estimated value: 70 000 BGN,,00647-2023-0016,2023-11-28T16:39:35.456000+00:00,,2023-12-08T21:59:00+00:00,https://app.eop.bg/today/tenders/344936,дигитализация,quick_search
tender,closed,False,Closed,45,„Изготвяне на документация за избор на изпълнител на обществена поръчка с предмет „Придобиване на електронна платформа за дигитализация и достъп”,,МИНИСТЕРСТВО НА КУЛТУРАТА,,70000.0,,70000.0,3,BGN,Estimated value: 70 000 BGN,,00647-2023-0015,2023-11-20T16:57:10.046000+00:00,,2023-11-30T21:59:00+00:00,https://app.eop.bg/today/tenders/343589,дигитализация,quick_search
tender,closed,False,Closed,45,„Софтуeрна поддръжка на портала за електронни услуги и АИС на Министерството на околната среда и водите – Централна администрация“,,МИНИСТЕРСТВО НА ОКОЛНАТА СРЕДА И ВОДИТЕ,,16666.67,,16666.67,3,BGN,Estimated value: 16 666.67 BGN,,00258-2023-0024,2023-07-14T14:25:49.873000+00:00,,2023-08-03T20:59:00+00:00,https://app.eop.bg/today/tenders/315493,уеб портал,quick_search
tender,closed,False,Closed,45,"Поддръжка на ИИС на НС и свързаните с нея Интернет портал на НС, уеб сайт на „Държавен вестник“, както и синхронизирането на данните между тях",,НАРОДНО СЪБРАНИЕ,,60000.0,,60000.0,3,BGN,Estimated value: 60 000 BGN,,00728-2023-0012,2023-04-26T10:58:56.063000+00:00,,2023-05-09T20:59:00+00:00,https://app.eop.bg/today/tenders/288628,уеб портал,quick_search
tender,closed,False,Closed,45,"„Абонамент за уеб специализирана платформа за финансови разследвания и анализ на транзакции с виртуални активи и свързването на адреси и транзакции на виртуални активи с други идентификатори, като IP адреси и банкови акаунти и провеждане на обучение за нуждите на Националната следствена служба“",,ПРОКУРАТУРА НА РЕПУБЛИКА БЪЛГАРИЯ - ГЛАВЕН ПРОКУРОР,,20000.0,,20000.0,2,USD,Estimated value: 20 000 USD,,02538-2023-0011,2023-03-30T15:41:17.940000+00:00,,2023-04-10T20:59:00+00:00,https://app.eop.bg/today/tenders/288180,уеб портал,quick_search
tender,closed,False,Closed,45,"Пазарна консултация за определане на актуална прогнозна стойност с предмет: „Надграждане на Интернет портала на МВР чрез доставка, обучение и миграция на данни на Информационна система за управление на съдържание“",,Дирекция Комуникационни и Информационни системи,,,,,3,BGN,Budget unknown,,277649,2023-03-02T14:55:34.056000+00:00,,,https://app.eop.bg/today/tenders/277649,уеб портал,quick_search
tender,closed,False,Closed,45,Право на ползване и обезпечаване обслужването на облачно софтуерно решение LogSentinel „Enterprise” внедрена в системите на Софийска Вода АД,,СОФИЙСКА ВОДА АД,,49238.01,,49238.01,3,BGN,Estimated value: 49 238.01 BGN,,00435-2023-0013,2023-02-28T10:29:57.290000+00:00,,2023-03-13T21:59:00+00:00,https://app.eop.bg/today/tenders/257869,ERP,quick_search
tender,closed,False,Closed,45,"Доставка на Софтуерен продукт (Облачно базирано решение) с приложения за видео, дизайн, фотография и уеб",,СДРУЖЕНИЕ ЗА НАУЧНОИЗСЛЕДОВАТЕЛСКА И РАЗВОЙНА ДЕЙНОСТ Сдружение,,1800.0,,1800.0,3,BGN,Estimated value: 1 800 BGN,,05996-2022-0005,2022-10-04T14:17:30.183000+00:00,,2022-10-17T20:59:00+00:00,https://app.eop.bg/today/tenders/242407,уеб портал,quick_search
